doc_label,doc_content
doyle-2-15,detached hurdles thatched straw stuck ground various scattered points amid whitish forms meek ewes moved rustled
doyle-2-15,ring sheep bell silent absence recommenced tones mellowness clearness owing increasing growth surrounding wool
doyle-2-15,continued till oak withdrew flock
doyle-2-15,returned hut bringing arms new born lamb consisting four legs large enough full grown sheep united seemingly inconsiderable membrane half substance legs collectively constituted animal entire body present
doyle-2-16,little speck life placed wisp hay small stove milk simmering
doyle-2-16,oak extinguished lantern blowing pinching snuff cot lighted candle suspended twisted wire
doyle-2-16,rather hard couch formed corn sacks thrown carelessly covered half floor little habitation young man stretched along loosened woollen cravat closed eyes
doyle-2-16,person unaccustomed bodily labour would decided upon side lie farmer oak asleep
doyle-2-17,inside hut presented cosy alluring scarlet handful fire addition candle reflecting genial colour upon whatever could reach flung associations enjoyment even utensils tools
doyle-2-17,corner stood sheep crook along shelf one side ranged bottles canisters simple preparations pertaining ovine surgery physic spirits wine turpentine tar magnesia ginger castor oil chief
doyle-2-17,triangular shelf across corner stood bread bacon cheese cup ale cider supplied flagon beneath
doyle-2-17,beside provisions lay flute whose notes lately called forth lonely watcher beguile tedious hour
doyle-2-17,house ventilated two round holes like lights ship cabin wood slides
doyle-2-18,lamb revived warmth began bleat sound entered gabriel ears brain instant meaning expected sounds
doyle-2-18,passing profoundest sleep alert wakefulness ease accompanied reverse operation looked watch found hour hand shifted put hat took lamb arms carried darkness
doyle-2-18,placing little creature mother stood carefully examined sky ascertain night altitudes stars
doyle-2-19,dog star aldebaran pointing restless pleiades half way southern sky hung orion gorgeous constellation never burnt vividly soared forth rim landscape
doyle-2-19,castor pollux quiet shine almost meridian barren gloomy square pegasus creeping round north west far away plantation vega sparkled like lamp suspended amid leafless trees cassiopeia chair stood daintily poised uppermost boughs
doyle-2-20,one o'clock gabriel
doyle-2-21,man without frequent consciousness charm life led stood still looking sky useful instrument regarded appreciative spirit work art superlatively beautiful
doyle-2-21,moment seemed impressed speaking loneliness scene rather complete abstraction compass sights sounds man
doyle-2-21,human shapes interferences troubles joys seemed shaded hemisphere globe sentient save could fancy gone round sunny side
doyle-2-22,occupied thus eyes stretched afar oak gradually perceived previously taken star low behind outskirts plantation reality thing
doyle-2-22,artificial light almost close hand
doyle-2-23,find utterly alone night company desirable expected makes people fearful case trying far nerves discover mysterious companionship intuition sensation memory analogy testimony probability induction every kind evidence logician list united persuade consciousness quite isolation
doyle-2-24,farmer oak went towards plantation pushed lower boughs windy side
doyle-2-24,dim mass slope reminded shed occupied place site cutting slope hill back part roof almost level ground
doyle-2-24,front formed board nailed posts covered tar preservative
doyle-2-24,crevices roof side spread streaks dots light combination made radiance attracted
doyle-2-24,oak stepped behind leaning upon roof putting eye close hole could see interior clearly
doyle-2-25,place contained two women two cows
doyle-2-25,side latter steaming bran mash stood bucket
doyle-2-25,one women past middle age
doyle-2-25,companion apparently young graceful could form decided opinion upon looks position almost beneath eye saw bird eye view milton satan first saw paradise
doyle-2-25,wore bonnet hat enveloped large cloak carelessly flung head covering
doyle-2-26,'ll go home elder two resting knuckles upon hips looking goings whole
doyle-2-26,hope daisy fetch round
doyle-2-26,never frightened life n't mind breaking rest recovers
doyle-2-27,young woman whose eyelids apparently inclined fall together smallest provocation silence yawned without parting lips inconvenient extent whereupon gabriel caught infection slightly yawned sympathy
doyle-2-28,wish rich enough pay man things
doyle-2-29,must must help stay
doyle-2-30,well hat gone however continued younger
doyle-2-30,went hedge think
doyle-2-30,idea slight wind catching
doyle-2-31,cow standing erect devon breed encased tight warm hide rich indian red absolutely uniform eyes tail animal dipped dye colour long back mathematically level
doyle-2-31,spotted grey white
doyle-2-31,beside oak noticed little calf day old looking idiotically two women showed long accustomed phenomenon eyesight often turning lantern apparently mistook moon inherited instinct yet little correction experience
doyle-2-31,sheep cows lucina busy norcombe hill lately
doyle-2-32,think better send oatmeal elder woman bran
doyle-2-33,yes aunt 'll ride soon light
doyle-2-34,side saddle
doyle-2-35,ride trust
doyle-2-36,oak upon hearing remarks became curious observe features prospect denied hooding effect cloak aerial position felt drawing upon fancy details
doyle-2-36,making even horizontal clear inspections colour mould according wants within us whatever eyes bring
doyle-2-36,gabriel able first get distinct view countenance estimate handsome slightly would soul required divinity moment ready supplied one
doyle-2-36,known want satisfactory form fill increasing void within position moreover affording widest scope fancy painted beauty
doyle-2-37,one whimsical coincidences nature like busy mother seems spare moment unremitting labours turn make children smile girl dropped cloak forth tumbled ropes black hair red jacket
doyle-2-37,oak knew instantly heroine yellow waggon myrtles looking glass prosily woman owed twopence
doyle-2-38,placed calf beside mother took lantern went light sinking hill till nebula
doyle-2-38,gabriel oak returned flock
doyle-3-0,iii
doyle-3-1,girl horseback conversation
doyle-3-2,sluggish day began break
doyle-3-2,even position terrestrially one elements new interest particular reason save incident night occurred oak went plantation
doyle-3-2,lingering musing heard steps horse foot hill soon appeared view auburn pony girl back ascending path leading past cattle shed
doyle-3-2,young woman night
doyle-3-2,gabriel instantly thought hat mentioned lost wind possibly come look
doyle-3-2,hastily scanned ditch walking ten yards along found hat among leaves
doyle-3-2,gabriel took hand returned hut
doyle-3-2,ensconced peeped loophole direction rider approach
doyle-3-3,came looked around side hedge
doyle-3-3,gabriel advance restore missing article unexpected performance induced suspend action present
doyle-3-3,path passing cowshed bisected plantation
doyle-3-3,bridle path merely pedestrian track boughs spread horizontally height greater seven feet ground made impossible ride erect beneath
doyle-3-3,girl wore riding habit looked around moment assure humanity view dexterously dropped backwards flat upon pony back head tail feet shoulders eyes sky
doyle-3-3,rapidity glide position kingfisher noiselessness hawk
doyle-3-3,gabriel eyes scarcely able follow
doyle-3-3,tall lank pony seemed used doings ambled along unconcerned
doyle-3-3,thus passed level boughs
doyle-3-4,performer seemed quite home anywhere horse head tail necessity abnormal attitude ceased passage plantation began adopt another even obviously convenient first
doyle-3-4,side saddle apparent firm seat upon smooth leather beneath unattainable sideways
doyle-3-4,springing accustomed perpendicular like bowed sapling satisfying nobody sight seated manner demanded saddle though hardly expected woman trotted direction tewnell mill
doyle-3-5,oak amused perhaps little astonished hanging hat hut went among ewes
doyle-3-5,hour passed girl returned properly seated bag bran front
doyle-3-5,nearing cattle shed met boy bringing milking pail held reins pony whilst slid
doyle-3-5,boy led away horse leaving pail young woman
doyle-3-6,soon soft spirts alternating loud spirts came regular succession within shed obvious sounds person milking cow
doyle-3-6,gabriel took lost hat hand waited beside path would follow leaving hill
doyle-3-7,came pail one hand hanging knee
doyle-3-7,left arm extended balance enough shown bare make oak wish event happened summer whole would revealed
doyle-3-7,bright air manner seemed imply desirability existence could questioned rather saucy assumption failed offensive beholder felt upon whole true
doyle-3-7,like exceptional emphasis tone genius would made mediocrity ridiculous addition recognised power
doyle-3-7,surprise saw gabriel face rising like moon behind hedge
doyle-3-8,adjustment farmer hazy conceptions charms portrait presented less diminution difference
doyle-3-8,starting point selected judgment height
doyle-3-8,seemed tall pail small one hedge diminutive hence making allowance error comparison could height chosen women best
doyle-3-8,features consequence severe regular
doyle-3-8,may observed persons go shires eyes beauty englishwoman classically formed face seldom found united figure pattern highly finished features generally large remainder frame graceful proportionate figure eight heads usually goes random facial curves
doyle-3-8,without throwing nymphean tissue milkmaid let criticism checked place looked proportions long consciousness pleasure
doyle-3-8,contours figure upper part must beautiful neck shoulders since infancy nobody ever seen
doyle-3-8,put low dress would run thrust head bush
doyle-3-8,yet shy girl means merely instinct draw line dividing seen unseen higher towns
doyle-3-9,girl thoughts hovered face form soon caught oak eyes conning page natural almost certain
doyle-3-9,self consciousness shown would vanity little pronounced dignity little less
doyle-3-9,rays male vision seem tickling effect upon virgin faces rural districts brushed hand gabriel irritating pink surface actual touch free air previous movements reduced chastened phase
doyle-3-9,yet man blushed maid
doyle-3-10,found hat oak
doyle-3-11,mine sense proportion kept small smile inclination laugh distinctly flew away last night
doyle-3-12,one o'clock morning
doyle-3-13,well
doyle-3-13,surprised
doyle-3-13,know
doyle-3-15,farmer oak
doyle-3-16,thereabouts
doyle-3-16,'m lately come place
doyle-3-17,large farm
doyle-3-17,inquired casting eyes round swinging back hair black shaded hollows mass hour past sunrise rays touched prominent curves colour
doyle-3-18,large
doyle-3-18,hundred
doyle-3-18,speaking farms word acres omitted natives analogy old expressions stag ten
doyle-3-19,wanted hat morning went
doyle-3-19,ride tewnell mill
doyle-3-20,yes
doyle-3-21,know
doyle-3-22,saw
doyle-3-23,inquired misgiving bringing every muscle lineaments frame standstill
doyle-3-24,going plantation hill farmer oak aspect excessively knowing regard matter mind gazed remote point direction named turned back meet colloquist eyes
doyle-3-25,perception caused withdraw eyes suddenly caught theft
doyle-3-25,recollection strange antics indulged passing trees succeeded girl nettled palpitation hot face
doyle-3-25,see woman redden given reddening rule point milkmaid deepest rose colour
doyle-3-25,maiden blush varieties provence crimson tuscany countenance oak acquaintance quickly graduated whereupon considerateness turned away head
doyle-3-26,sympathetic man still looked way wondered would recover coolness sufficient justify facing
doyle-3-26,heard seemed flitting dead leaf upon breeze looked
doyle-3-26,gone away
doyle-3-27,air tragedy comedy gabriel returned work
doyle-3-28,five mornings evenings passed
doyle-3-28,young woman came regularly milk healthy cow attend sick one never allowed vision stray direction oak person
doyle-3-28,want tact deeply offended seeing could help letting know seen
doyle-3-28,without law sin without eyes indecorum appeared feel gabriel espial made indecorous woman without connivance
doyle-3-28,food great regret also contretemps touched life latent heat experienced direction
doyle-3-29,acquaintanceship might however ended slow forgetting incident occurred end week
doyle-3-29,one afternoon began freeze frost increased evening drew like stealthy tightening bonds
doyle-3-29,cottages breath sleepers freezes sheets round drawing room fire thick walled mansion sitters backs cold even whilst faces aglow
doyle-3-29,many small bird went bed supperless night among bare boughs
doyle-3-30,milking hour drew near oak kept usual watch upon cowshed
doyle-3-30,last felt cold shaking extra quantity bedding round yearling ewes entered hut heaped fuel upon stove
doyle-3-30,wind came bottom door prevent oak laid sack wheeled cot round little south
doyle-3-30,wind spouted ventilating hole one side hut
doyle-3-31,gabriel always known fire lighted door closed one must kept open chosen always side away wind
doyle-3-31,closing slide windward turned open second thoughts farmer considered would first sit leaving closed minute two till temperature hut little raised
doyle-3-31,sat
doyle-3-32,head began ache unwonted manner fancying weary reason broken rests preceding nights oak decided get open slide allow fall asleep
doyle-3-32,fell asleep however without performed necessary preliminary
doyle-3-33,long remained unconscious gabriel never knew
doyle-3-33,first stages return perception peculiar deeds seemed course enactment
doyle-3-33,dog howling head aching fearfully somebody pulling hands loosening neckerchief
doyle-3-34,opening eyes found evening sunk dusk strange manner unexpectedness
doyle-3-34,young girl remarkably pleasant lips white teeth beside
doyle-3-34,astonishingly head upon lap face neck disagreeably wet fingers unbuttoning collar
doyle-3-35,whatever matter
doyle-3-35,oak vacantly
doyle-3-36,seemed experience mirth insignificant kind start enjoyment
doyle-3-37,nothing answered since dead
doyle-3-37,wonder suffocated hut
doyle-3-38,ah hut
doyle-3-38,murmured gabriel
doyle-3-38,gave ten pounds hut
doyle-3-38,'ll sell sit thatched hurdles old times curl sleep lock straw
doyle-3-38,played nearly trick day
doyle-3-38,gabriel way emphasis brought fist upon floor
doyle-3-39,exactly fault hut observed tone showed novelty among women one finished thought beginning sentence convey
doyle-3-39,think considered foolish leave slides closed
doyle-3-40,yes suppose oak absently
doyle-3-40,endeavouring catch appreciate sensation thus head upon dress event passed heap bygone things
doyle-3-40,wished knew impressions would soon thought carrying odour net attempting convey intangibilities feeling coarse meshes language
doyle-3-40,remained silent
doyle-3-41,made sit oak began wiping face shaking like samson
doyle-3-41,thank 'ee
doyle-3-41,last gratefully natural rusty red returned face
doyle-3-42,oh never mind girl smiling allowing smile hold good gabriel next remark whatever might prove
doyle-3-43,find
doyle-3-44,heard dog howling scratching door hut came milking lucky daisy milking almost season shall come week next
doyle-3-44,dog saw jumped laid hold skirt
doyle-3-44,came across looked round hut first thing see slides closed
doyle-3-44,uncle hut like one heard tell shepherd go sleep without leaving slide open
doyle-3-44,opened door like dead
doyle-3-44,threw milk water forgetting warm use
doyle-3-45,wonder died
doyle-3-45,gabriel low voice rather meant travel back
doyle-3-46,oh
doyle-3-46,girl replied
doyle-3-46,seemed prefer less tragic probability saved man death involved talk harmonise dignity deed shunned
doyle-3-47,believe saved life miss n't know name
doyle-3-47,know aunt
doyle-3-48,would soon tell rather
doyle-3-48,reason either probably never much
doyle-3-49,still like know
doyle-3-50,inquire aunt tell
doyle-3-51,name gabriel oak
doyle-3-52,mine n't
doyle-3-52,seem fond speaking decisively gabriel oak
doyle-3-53,see one shall ever must make
doyle-3-54,always think mine sounds odd disagreeable
doyle-3-55,think might soon get new one
doyle-3-56,mercy
doyle-3-56,many opinions keep concerning people gabriel oak
doyle-3-57,well miss excuse words thought would like
doyle-3-57,ca n't match know mapping mind upon tongue
doyle-3-57,never clever inside
doyle-3-57,thank
doyle-3-57,come give hand
doyle-3-58,hesitated somewhat disconcerted oak old fashioned earnest conclusion dialogue lightly carried
doyle-3-58,well gave hand compressing lips demure impassivity
doyle-3-58,held instant fear demonstrative swerved opposite extreme touching fingers lightness small hearted person
doyle-3-59,sorry instant
doyle-3-61,letting hand go quick
doyle-3-62,may like
doyle-3-62,gave hand
doyle-3-63,oak held longer indeed curiously long
doyle-3-63,soft winter chapped rough anything
doyle-3-64,long enough though without pulling away
doyle-3-64,suppose thinking would like kiss
doyle-3-64,may want
doyle-3-65,n't thinking thing gabriel simply
doyle-3-66,wo n't
doyle-3-66,snatched back hand
doyle-3-67,gabriel felt guilty another want tact
doyle-3-68,find name teasingly withdrew
doyle-4-0,iv
doyle-4-1,gabriel resolve visit mistake
doyle-4-2,superiority women tolerable rival sex rule unconscious kind superiority recognizes may sometimes please suggesting possibilities capture subordinated man
doyle-4-3,well favoured comely girl soon made appreciable inroads upon emotional constitution young farmer oak
doyle-4-4,love extremely exacting usurer sense exorbitant profit spiritually exchange hearts bottom pure passions exorbitant profit bodily materially bottom lower atmosphere every morning oak feelings sensitive money market calculations upon chances
doyle-4-4,dog waited meals way like oak waited girl presence farmer quite struck resemblance felt lowering would look dog
doyle-4-4,however continued watch hedge regular coming thus sentiments towards deepened without corresponding effect produced upon
doyle-4-4,oak nothing finished ready say yet able frame love phrases end begin passionate tales
doyle-4-5,full sound fury signifying nothing
doyle-4-6,word
doyle-4-7,making inquiries found girl name bathsheba everdene cow would go dry seven days
doyle-4-7,dreaded eighth day
doyle-4-8,last eighth day came
doyle-4-8,cow ceased give milk year bathsheba everdene came hill
doyle-4-8,gabriel reached pitch existence never could anticipated short
doyle-4-8,liked saying bathsheba private enjoyment instead whistling turned taste black hair though sworn brown ever since boy isolated till space filled public eye contemptibly small
doyle-4-8,love possible strength actual weakness
doyle-4-8,marriage transforms distraction support power happily often direct proportion degree imbecility supplants
doyle-4-8,oak began see light direction 'll make wife upon soul shall good nothing
doyle-4-9,perplexing errand might consistently visit cottage bathsheba aunt
doyle-4-10,found opportunity death ewe mother living lamb
doyle-4-10,day summer face winter constitution fine january morning enough blue sky visible make cheerfully disposed people wish occasional gleam silvery sunshine oak put lamb respectable sunday basket stalked across fields house mrs hurst aunt george dog walking behind countenance great concern serious turn pastoral affairs seemed taking
doyle-4-11,gabriel watched blue wood smoke curling chimney strange meditation
doyle-4-11,evening fancifully traced chimney spot origin seen hearth bathsheba beside beside door dress clothes worn hill association equally person included compass affection seemed early love necessary ingredient sweet mixture called bathsheba everdene
doyle-4-12,made toilet nicely adjusted kind nature carefully neat carelessly ornate degree fine market day wet sunday selection
doyle-4-12,thoroughly cleaned silver watch chain whiting put new lacing straps boots looked brass eyelet holes went inmost heart plantation new walking stick trimmed vigorously way back took new handkerchief bottom clothes box put light waistcoat patterned sprigs elegant flower uniting beauties rose lily without defects either used hair oil possessed upon usually dry sandy inextricably curly hair till deepened splendidly novel colour guano roman cement making stick head like mace round nutmeg wet seaweed round boulder ebb
doyle-4-13,nothing disturbed stillness cottage save chatter knot sparrows eaves one might fancy scandal rumour less staple topic little coteries roofs
doyle-4-13,seemed omen unpropitious one rather untoward commencement oak overtures arrived garden gate saw cat inside going various arched shapes fiendish convulsions sight dog george
doyle-4-13,dog took notice arrived age superfluous barking cynically avoided waste breath fact never barked even sheep except order done absolutely neutral countenance sort commination service though offensive gone frighten flock good
doyle-4-14,voice came behind laurel bushes cat run
doyle-4-15,poor dear
doyle-4-15,nasty brute dog want kill poor dear
doyle-4-16,beg pardon oak voice george walking behind temper mild milk
doyle-4-17,almost ceased speaking oak seized misgiving whose ear recipient answer
doyle-4-17,nobody appeared heard person retreat among bushes
